<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AFSC.US,D,20250625,000000,29.03,29.03,28.08,28.08,329,0
AFSC.US,D,20250626,000000,28.13,28.3872,28.13,28.3872,12562,0
AFSC.US,D,20250627,000000,28.47,28.48,28.4055,28.4055,5101,0
AFSC.US,D,20250630,000000,28.37,28.5247,28.37,28.45,40850,0
AFSC.US,D,20250701,000000,28.47,28.6824,28.47,28.6824,20126,0
AFSC.US,D,20250702,000000,28.63,28.9375,28.63,28.9375,27116,0
AFSC.US,D,20250703,000000,29.14,29.21,29.14,29.2012,76163,0
AFSC.US,D,20250707,000000,29.09,29.09,28.8096,28.8096,26088,0
AFSC.US,D,20250708,000000,29.23,29.23,28.9,29.01,3344,0
AFSC.US,D,20250710,000000,29.25,29.37,29.25,29.2913,1709,0
AFSC.US,D,20250715,000000,28.505,28.505,28.42,28.42,225,0
AFSC.US,D,20250717,000000,28.86,28.96,28.86,28.93,418,0
AFSC.US,D,20250718,000000,28.87,28.9,28.83,28.86,1203,0
AFSC.US,D,20250721,000000,29.02,29.031,28.81,28.81,889,0
AFSC.US,D,20250723,000000,29.19,29.19,29.06,29.1474,230,0
AFSC.US,D,20250724,000000,28.92,28.92,28.7936,28.7936,392,0
AFSC.US,D,20250725,000000,28.5,28.9817,28.5,28.9817,495,0
AFSC.US,D,20250728,000000,29.14,29.14,29.0958,29.0958,104,0
AFSC.US,D,20250729,000000,29.23,29.23,28.93,28.93,4554,0
AFSC.US,D,20250730,000000,29.14,29.285,29.0285,29.0285,555,0
AFSC.US,D,20250731,000000,28.95,28.95,28.52,28.52,671,0
AFSC.US,D,20250801,000000,28.12,28.365,28.12,28.3075,1173,0
AFSC.US,D,20250804,000000,28.35,28.715,28.35,28.715,466,0
AFSC.US,D,20250805,000000,28.57,28.6398,28.57,28.6077,414,0
AFSC.US,D,20250806,000000,28.31,28.31,28.26,28.2825,236,0
AFSC.US,D,20250807,000000,28.26,28.26,28.09,28.0999,2603,0
AFSC.US,D,20250808,000000,28.47,28.4827,28.3825,28.3825,497,0
AFSC.US,D,20250811,000000,28.415,28.415,28.3283,28.3283,343,0
AFSC.US,D,20250812,000000,28.79,29.13,28.79,29.13,200,0
AFSC.US,D,20250813,000000,29.6205,29.6378,29.6205,29.6378,541,0
AFSC.US,D,20250814,000000,29.275,29.2966,29.275,29.2966,166,0
AFSC.US,D,20250818,000000,29.1,29.3123,29.1,29.3123,352,0
AFSC.US,D,20250819,000000,29.32,29.4,29.12,29.1994,324,0
AFSC.US,D,20250820,000000,29.03,29.0923,29.03,29.0923,106,0
AFSC.US,D,20250821,000000,29.185,29.211,29.185,29.211,220,0
AFSC.US,D,20250825,000000,29.89,29.89,29.7887,29.7887,224,0
AFSC.US,D,20250826,000000,29.8,29.89,29.8,29.87,3240,0
AFSC.US,D,20250827,000000,30.06,30.1414,30.06,30.1414,277,0
AFSC.US,D,20250902,000000,29.83,29.83,29.83,29.83,100,0
AFSC.US,D,20250903,000000,30.65,30.65,29.8564,29.8564,394,0
AFSC.US,D,20250904,000000,30.27,30.34,30.27,30.34,237,0
AFSC.US,D,20250909,000000,30.17,30.17,30.17,30.17,132,0
AFSC.US,D,20250910,000000,30.03,30.0948,30.03,30.0948,235,0
AFSC.US,D,20250911,000000,30.52,30.6,30.52,30.6,203,0
AFSC.US,D,20250915,000000,30.12,30.12,30.0197,30.0197,387,0
AFSC.US,D,20250916,000000,29.95,29.95,29.85,29.9367,973,0
AFSC.US,D,20250917,000000,30.15,30.27,30.0559,30.0559,1750,0
AFSC.US,D,20250918,000000,30.38,30.644,30.38,30.644,166,0
AFSC.US,D,20250919,000000,30.15,30.435,30.15,30.198,369,0
