<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AGIX.US,D,20250610,000000,30.46,30.49,30.2829,30.475,16941,0
AGIX.US,D,20250611,000000,30.5099,30.73,30.432,30.445,15530,0
AGIX.US,D,20250612,000000,30.45,30.6,30.37,30.48,10532,0
AGIX.US,D,20250613,000000,30.2,30.38,29.97,30.02,9301,0
AGIX.US,D,20250616,000000,30.39,30.58,30.3343,30.55,16815,0
AGIX.US,D,20250617,000000,30.44,30.5,30.2158,30.3,8292,0
AGIX.US,D,20250618,000000,30.41,30.5,30.2146,30.3151,4761,0
AGIX.US,D,20250620,000000,30.32,30.395,29.98,30,6943,0
AGIX.US,D,20250623,000000,29.75,30.31,29.75,30.24,4056,0
AGIX.US,D,20250624,000000,31.03,31.49,30.74,30.94,15108,0
AGIX.US,D,20250625,000000,31.02,31.28,30.78,30.78,3883,0
AGIX.US,D,20250626,000000,31.05,31.47,30.878,31.47,30306,0
AGIX.US,D,20250627,000000,31.49,31.6899,31.06,31.65,68519,0
AGIX.US,D,20250630,000000,31.73,31.88,31.6,31.715,20492,0
AGIX.US,D,20250701,000000,31.65,31.65,30.68,31.02,22969,0
AGIX.US,D,20250702,000000,31.02,31.2685,30.805,31.26,11024,0
AGIX.US,D,20250703,000000,31.26,31.87,31.26,31.54,25446,0
AGIX.US,D,20250707,000000,31.51,31.7,31.09,31.44,5902,0
AGIX.US,D,20250708,000000,31.36,31.47,31.21,31.28,5917,0
AGIX.US,D,20250709,000000,31.3801,31.7081,31.3,31.68,7529,0
AGIX.US,D,20250710,000000,31.67,31.67,31.08,31.38,7250,0
AGIX.US,D,20250711,000000,31.09,31.235,30.898,30.92,25802,0
AGIX.US,D,20250714,000000,30.86,31.55,30.86,31.55,17712,0
AGIX.US,D,20250715,000000,31.69,31.7969,31.64,31.79,9869,0
AGIX.US,D,20250716,000000,31.89,31.89,31.1,31.7712,13646,0
AGIX.US,D,20250717,000000,31.77,31.99,31.67,31.955,3577,0
AGIX.US,D,20250718,000000,32.11,32.16,31.93,32.1195,26256,0
AGIX.US,D,20250721,000000,32.42,32.4983,32.21,32.26,34357,0
AGIX.US,D,20250722,000000,32.13,32.16,31.47,31.9749,25703,0
AGIX.US,D,20250723,000000,32.01,32.35,31.902,32.2638,20318,0
AGIX.US,D,20250724,000000,32.3,32.43,32.03,32.28,31412,0
AGIX.US,D,20250725,000000,32.23,32.77,32.23,32.4682,74508,0
AGIX.US,D,20250728,000000,32.61,32.7346,32.38,32.7346,21667,0
AGIX.US,D,20250729,000000,32.73,32.73,32.29,32.6053,19956,0
AGIX.US,D,20250730,000000,32.61,32.7499,32.318,32.4162,23034,0
AGIX.US,D,20250731,000000,33.07,33.07,32.42,32.4595,34535,0
AGIX.US,D,20250801,000000,32,32,31.28,31.3901,32559,0
AGIX.US,D,20250804,000000,31.7,32.15,31.7,32.0227,37063,0
AGIX.US,D,20250805,000000,32.18,32.3,31.8,31.9531,16228,0
AGIX.US,D,20250806,000000,32.15,32.71,32.15,32.7002,183919,0
AGIX.US,D,20250807,000000,33.42,33.55,32.5012,32.8174,38919,0
AGIX.US,D,20250808,000000,32.96,33.19,32.6501,32.8585,36215,0
AGIX.US,D,20250811,000000,32.75,33.1288,32.6492,32.6583,24606,0
AGIX.US,D,20250812,000000,32.9,33.15,32.61,33.1406,11180,0
AGIX.US,D,20250813,000000,33.23,33.23,32.8601,32.99,51407,0
AGIX.US,D,20250814,000000,32.98,32.98,32.66,32.76,16235,0
AGIX.US,D,20250815,000000,32.81,32.92,32.76,32.87,40244,0
AGIX.US,D,20250818,000000,32.9,33.14,32.8,33.105,8299,0
AGIX.US,D,20250819,000000,33.11,33.11,32.25,32.2553,27002,0
AGIX.US,D,20250820,000000,32.5,32.61,31.75,32.4901,20096,0
AGIX.US,D,20250821,000000,32.49,32.49,32.28,32.3808,11052,0
AGIX.US,D,20250822,000000,32.41,33.24,32.14,33.01,19784,0
AGIX.US,D,20250825,000000,33,33.13,32.84,32.9549,13202,0
AGIX.US,D,20250826,000000,33,33.08,32.8515,32.895,10536,0
